,opeidstring,school,pellrecip_2014,pellrecip_2015,pellrecip_2006,pellrecip_2007,pellrecip_2008,pellrecip_2009,pellrecip_2010,pellrecip_2011,pellrecip_2012,pellrecip_2013,pelldisburse_2014,pelldisburse_2015,pelldisburse_2006,pelldisburse_2007,pelldisburse_2008,pelldisburse_2009,pelldisburse_2010,pelldisburse_2011,pelldisburse_2012,pelldisburse_2013,seogrecip_2014,seogdisburse_2014,seogdisburse_2007,seogdisburse_2008,seogdisburse_2009,seogdisburse_2010,seogdisburse_2011,seogdisburse_2012,seogdisburse_2013,seogrecip_2007,seogrecip_2008,seogrecip_2009,seogrecip_2010,seogrecip_2011,seogrecip_2012,seogrecip_2013,teachrecip_2014,teachdisburse_2014,teachrecip_2015,teachdisburse_2015,teachdisburse_2009,teachdisburse_2010,teachdisburse_2011,teachdisburse_2012,teachrecip_2009,teachrecip_2010,teachrecip_2011,teachrecip_2012,iraqrecip_2014,iraqdisburse_2014,iraqrecip_2015,iraqdisburse_2015,workrecip_2014,workdisburse_2014,workdisburse_2007,workdisburse_2008,workdisburse_2009,workdisburse_2010,workdisburse_2011,workdisburse_2012,workdisburse_2013,workrecip_2007,workrecip_2008,workrecip_2009,workrecip_2010,workrecip_2011,workrecip_2012,workrecip_2013,avepell_2014,avepell_2013,avepell_2008,avepell_2009,avepell_2010,avepell_2011,avepell_2012,pellperc_2014,pellperc_2013,pellperc_2008,pellperc_2009,pellperc_2010,pellperc_2011,pellperc_2012,totalpellperc_2009,totalpellperc_2010,totalpellperc_2011,totalpellperc_2012,statelocalaidperc_2014,avestatelocalaid_2014,statelocalaidperc_2013,avestatelocalaid_2013,avestatelocalaid_2006,avestatelocalaid_2007,avestatelocalaid_2008,avestatelocalaid_2009,avestatelocalaid_2010,avestatelocalaid_2011,avestatelocalaid_2012,statelocalaidperc_2006,statelocalaidperc_2007,statelocalaidperc_2008,statelocalaidperc_2009,statelocalaidperc_2010,statelocalaidperc_2011,statelocalaidperc_2012
4645,2211600,Paul Mitchell the School-Portsmouth,8,1,19,15,12,13,14,19,14,13,18487.18,2190,51885,36783,25615,40980,54652,82573,42294,42084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4796,4001,3209,3708,3315,4564,3342,0.5,0.18,0.28,0.259999991,0.33,0.38,0.2,0.22,0.29,0.34,0.22,0,NA,0,NA,NA,1000,850,1225,NA,NA,NA,0,0.170000002,0.08,0.059999999,0,0,0
4646,2211900,Cheeks International Academy of Beauty Culture-Cheyenne,52,55,141,118,139,134,183,186,185,174,98086.97,109733,359650,331282,396303,437034,688796,778413,666967,617594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4344,4900,4000,4182,4000,4129,4833,0.8,0.76,0.35,0.649999976,0.8,0.82,0.85,0.74,0.81,0.75,0.74,0.07,4000,0.11,4000,NA,NA,NA,NA,5000,4167,3750,0,0,0,0,0.06,0.08,0.1
4647,2211901,Cheeks International Academy of Beauty Culture-Fort Collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5050,5192,4000,4286,4000,4471,4800,0.83,0.9,0.64,0.74000001,0.82,0.89,0.93,0.68,0.45,0.76,0.73,0.08,5500,0.07,5250,NA,NA,NA,NA,6000,5600,5200,0,0,0,0,0.09,0.05,0.11
4648,2211902,Cheeks International Academy of Beauty Culture-Greeley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,4712,4000,4000,4250,4200,4333,0.98,0.95,0.88,1,0.95,0.98,0.92,1,0.8,0.89,0.91,0.02,5300,0.02,5000,NA,NA,NA,NA,6000,5950,5250,0,0,0,0,0.05,0.02,0.08
4649,2212700,Lancaster School of Cosmetology,39,23,84,76,61,72,102,95,93,115,79650,42730,152330,148863,126130,171244,316443,283772,257773,313177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943,2942,1763,3396,4201,3415,2887,0.35,0.37,0.09,0.349999994,0.36,0.74,0.27,0.48,0.38,0.3,0.29,0,NA,0,NA,NA,NA,NA,NA,NA,NA,275,0,0,0,0,0,0,0.01
4650,2214100,Resurrection University,52,52,60,57,76,83,97,88,119,132,72548.5,92178.5,117386,132047,195487,233703,335060,339245,408843,500905,12,19385,41867,38913,21413,39269,34375,23045,18200,44,30,17,27,20,13,10,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,26957,7490,22938,16922,8501,27541,28868,22830,3,6,3,6,17,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.29,0.32,0.27,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
4651,2214500,Salem College of Hairstyling,9,14,50,50,58,51,54,50,55,57,30108,45120,117239,126093,148781,144732,202096,203162,194849,191265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4289,4647,2529,3008,3330,4930,4512,0.82,1,1,0.899999976,0.96,0.9,1,0.69,0.77,0.79,0.59,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4652,2215100,Hallmark Institute of Photography,8,8,59,54,50,45,56,57,32,46,13779.5,19835,162200,143631,141530,150210,225677,206508,140100,170893,14,17000,62176,56661,45800,52354,61396,30400,32400,54,49,45,52,52,24,26,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3626,3800,2824,3203,3995,3720,4448,0.45,0.52,0.39,0.300000012,0.41,0.35,0.32,0.21,0.29,0.35,0.25,0.16,1419,0.18,1753,1392,1250,800,1350,773,775,664,0.100000002,0.059999999,0.04,0.059999999,0.1,0.06,0.11
4653,2217100,Pima Medical Institute-Tucson,2620,2707,4357,4127,4360,5709,7594,8472,8325,8319,6103801.39,6399836.95,10382112,9865788,11561471,17525468,28652758,32985778,30070648,29841200,1753,368689,343994,440988,427324,546706,573972,481593,459109,1482,1447,1537,2029,2133,2150,1932,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,125,241704,176717,137568,152977,194021,223348,180961,162596,102,82,121,90,87,80,90,4849,4626,3388,4138,4607,4468,4500,0.61,0.55,0.67,0.610000014,0.63,0.62,0.47,0.67,0.62,0.48,0.45,0.08,9094,0.09,7863,4896,4280,4247,3345,3541,7201,7329,0.100000002,0.109999999,0.1,0.079999998,0,0.08,0.08
4654,2217101,Pima Medical Institute-Mesa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4121,4268,3506,4031,4533,4498,4171,0.47,0.5,0.53,0.5,0.53,0.56,0.6,0.51,0.53,0.44,0.44,0.07,7911,0.08,7121,4033,4944,4812,4668,1176,5835,6354,0.129999995,0.109999999,0.07,0.07,0.01,0.06,0.07
4655,2217103,Pima Medical Institute-Albuquerque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4642,4583,3785,3837,5313,5239,5262,0.59,0.62,0.78,0.730000019,0.74,0.57,0.61,0.77,0.74,0.56,0.61,0.07,9744,0.07,9791,5237,4841,6044,5940,NA,2808,2808,0.090000004,0.050000001,0.05,0.050000001,0,0.23,0.07
4656,2217104,Pima Medical Institute-Denver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669,3841,3665,3958,4502,4416,3843,0.45,0.48,0.61,0.620000005,0.6,0.58,0.54,0.62,0.6,0.45,0.47,0.04,8928,0.03,7827,2811,4226,4915,4818,NA,4406,4400,0.029999999,0.029999999,0.02,0.02,0,0.07,0.03
4657,2217105,Pima Medical Institute-Seattle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4215,4377,3186,3771,4664,5005,4239,0.4,0.43,0.39,0.360000014,0.45,0.45,0.46,0.38,0.45,0.37,0.41,0.07,8690,0.08,7397,3642,3749,3746,2792,NA,8964,8049,0.090000004,0.059999999,0.07,0.079999998,0,0.08,0.09
4658,2217106,Pima Medical Institute-Chula Vista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062,3742,3301,3622,4468,4623,4271,0.6,0.57,0.72,0.699999988,0.68,0.52,0.54,0.76,0.68,0.48,0.54,0.13,8723,0.12,9500,4212,3756,3952,4105,2868,2683,2712,0.129999995,0.119999997,0.08,0.109999999,0.04,0.11,0.12
4659,2217108,Pima Medical Institute-Colorado Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4094,4212,2991,3399,4513,4009,4177,0.55,0.52,0.68,0.699999988,0.74,0.68,0.66,0.76,0.74,0.46,0.47,0.16,8545,0.16,7706,3950,5074,3307,3610,NA,8230,7453,0.100000002,0.059999999,0.08,0.079999998,0,0.11,0.16
4660,2217109,Pima Medical Institute-Las Vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3719,3798,3418,3772,4622,4144,3721,0.58,0.51,0.69,0.699999988,0.7,0.67,0.6,0.71,0.68,0.5,0.5,0.04,8566,0.04,8502,2206,2226,3761,3476,677,5453,5845,0.079999998,0.07,0.04,0.039999999,0.02,0.04,0.05
4661,2217110,Pima Medical Institute-Renton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3787,3874,3277,5364,4282,4358,4113,0.45,0.46,0.49,0.319999993,0.52,0.54,0.52,0.49,0.52,0.42,0.43,0.1,7407,0.1,6263,3342,3390,3648,3055,NA,4702,5346,0.039999999,0.059999999,0.05,0.090000004,0,0.11,0.11
4662,2217111,Pima Medical Institute-East Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408,4647,NA,3580,3933,4160,4020,0.37,0.36,NA,0.419999987,0.49,0.49,0.41,0.43,0.49,0.42,0.41,0.06,4809,0.06,5266,NA,NA,NA,3366,NA,4673,4893,NA,NA,NA,0.029999999,0,0.06,0.08
4663,2217118,Pima Medical Institute-Houston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3965,4150,NA,NA,NA,NA,NA,0.51,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,8876,0.02,7426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4664,2217123,Pima Medical Institute-El Paso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4665,2217200,Portfolio Center,6,5,11,12,10,15,26,19,43,71,13435,16003,26351,30884,31510,56526,72463,62731,150326,277809,21,18000,20526,20526,22579,18474,20526,19994,20887,17,17,21,27,27,19,18,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2176,1850,NA,5794,5350,3700,4700,0.38,0.43,0,0.200000003,0.5,1,0.33,0.09,0.21,0.18,0.18,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4666,2217800,Montefiore School of Nursing,NA,NA,72,70,56,55,70,61,61,51,NA,NA,142803,132064,132961,124738,190611,194756,167597,159142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841,2007,NA,NA,NA,NA,NA,0.289999992,1,0,NA,0.61,0.37,0.41,0.47,NA,NA,NA,NA,NA,3025,NA,1869,2500,NA,NA,0,0.670000017,NA,0.289999992,1,0,NA
4667,2218000,Carrington College-Boise,499,531,618,531,612,644,678,817,752,1029,667619,924660,1375373,1244120,1587014,1909402,2726900,3377604,2433218,3359868,183,71025,57500,59750,109000,79250,75117,80200,85493,78,131,251,188,189,203,233,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3603,3618,2473,2841,3567,3542,3762,0.91,0.74,0.49,0.5,0.52,0.55,0.77,0.39,0.48,0.39,0.49,0,NA,0,NA,4006,1628,7833,346,NA,NA,NA,0.039999999,0.01,0.03,0.01,0,0,0
4668,2218001,Carrington College-Reno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2966,3440,NA,NA,NA,NA,NA,0.58,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4669,2218002,Carrington College-Mesquite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393,3036,NA,NA,NA,NA,NA,0.71,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4670,2218200,Garnet Career Center,13,19,212,183,167,138,183,210,127,122,30105,45359,431018,439035,412498,445397,797733,908232,459101,431279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304,3597,2771,3003,3036,3368,3960,0.89,0.9,0.75,0.430000007,0.8,0.95,0.79,0.43,0.7,0.86,0.64,0.65,1801,0.39,1882,1119,1780,1003,1055,852,929,NA,0.400000006,0.5,0.9,0.899999976,0.76,0.87,0
4671,2218300,Southwest School of Business and Technical Careers-San Antonio,58,39,280,262,567,738,839,613,447,286,133590,100226,623956,600897,1489457,2090256,2523594,1964005,1265575,972749,42,27939,24000,20185,18664,40539,40075,52575,42618,21,59,55,109,75,79,46,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2995,3696,3956,4198,4988,5085,4224,0.95,0.96,0.93,0.889999986,0.97,0.97,0.97,0.89,0.97,0.97,0.97,0.07,4237,0.09,4409,1735,719,3250,3662,3121,3244,3878,0.07,0.050000001,0.08,0.090000004,0.15,0.17,0.1
4672,2218700,Florida Technical College,2106,2128,936,1117,1362,1557,2087,2658,4152,4744,3475938.5,3754660.23,1998606,2554552,3205083,4157740,7079432,9007074,12871701,15222077,1034,284288,261766,245357,210347,225543,201544,210520,227351,484,418,335,838,737,1239,916,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,83,166797,106362,95360,125921,94788,134410,124810,114124,35,40,58,33,45,38,43,4672,4016,2182,2579,2809,2812,2983,0.72,0.67,0.68,0.670000017,0.61,0.89,0.72,0.65,0.65,0.91,0.66,0.07,475,0.08,549,858,813,1462,1323,1329,1075,992,0.150000006,0.200000003,0.05,0.059999999,0.22,0.13,0.14
4673,2218800,Brookline College-Phoenix,908,785,1910,1600,1939,2357,4526,5149,4054,2654,1805332.89,1634644.93,5334119,4422159,5468565,6788078,15307250,17231752,12531424,8335993,1170,161434,107621,106615,67578,113385,143381,247700,253466,390,362,527,719,1272,1542,1529,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43,67763,72348,50810,42906,81896,104797,82288,130992,58,37,24,46,55,65,70,3540,3928,2935,4063,5137,3659,5019,0.78,0.75,0.78,0.930000007,0.94,0.89,0.83,0.94,0.93,0.76,0.71,0.01,4882,0.01,8160,NA,NA,NA,9981,8769,5181,9454,0,0,0,0.029999999,0.03,0.01,0.02
4674,2218804,Brookline College-Tempe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3364,3883,2947,4133,4972,4199,4545,0.83,0.86,0.97,0.889999986,0.92,0.89,0.92,0.96,0.92,0.77,0.77,0.02,5439,0.05,3852,NA,NA,NA,1582,7434,6734,8042,0,0,0,0.119999997,0.06,0.04,0.08
4675,2218805,Brookline College-Tucson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387,3898,3052,4469,4940,3903,5066,0.89,0.91,0.92,0.930000007,0.96,0.9,0.96,0.94,0.96,0.74,0.77,0.01,6781,0.02,7452,NA,NA,NA,4645,6507,4278,9945,0,0,0,0.07,0.03,0.03,0.02
4676,2218808,Brookline College-Albuquerque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3685,3929,3252,4556,5541,4525,5178,0.84,0.85,0.65,0.889999986,0.9,0.91,0.93,0.94,0.92,0.77,0.75,0,3917,0.01,2892,NA,NA,NA,8497,7379,7708,6179,0,0,0,0.039999999,0.03,0.02,0.02
4677,2219500,Mildred Elley School-Albany Campus,919,1220,938,680,768,1023,1451,2205,2410,2216,2017281,2739516,1859440,1728275,2089186,3175070,5741287,8662160,8323817,7941720,786,217160,112809,116083,95589,13454,128427,173333,144115,150,99,74,110,330,1067,824,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,92,236093,30931,50317,40968,52609,90341,125124,212357,26,36,34,49,55,61,67,4462,4150,1878,4298,5123,4908,5688,0.59,0.76,0.76,0.790000022,0.8,0.85,0.95,0.71,0.81,0.83,0.81,0.58,2973,0.53,1976,3358,3477,2108,3078,3346,2920,3582,0.560000002,0.620000005,0.67,0.74000001,0.54,0.55,0.61
4678,2219501,Mildred Elley-Pittsfield Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5318,4840,3247,2167,5356,4779,4718,0.93,0.78,0.78,0.819999993,0.82,0.63,0.95,0.78,0.83,0.76,0.78,0,NA,0,NA,NA,NA,NA,2469,2880,NA,300,0,0,0,0.150000006,0.08,0,0.02
4679,2219503,Mildred Elley-New York Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824,4905,NA,NA,NA,NA,NA,0.57,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,3538,0.82,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4680,2220000,Colleen O'Haras Beauty Academy,47,25,302,230,203,246,273,273,207,166,133729.36,59627.53,795572,624406,566976,734483,1093018,1065214,715701,559502,38,17408,20962,22416,20721,21911,26696,27957,25704,37,34,55,53,69,91,43,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3908,3557,2969,3167,3955,4034,3723,0.67,0.69,0.79,0.839999974,0.82,0.82,0.8,0.75,0.76,0.79,0.64,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4681,2220200,Le Cordon Bleu College of Culinary Arts-San Francisco,73,53,798,556,431,356,470,551,477,359,164796.65,124846.96,2051366,1389925,1201424,1148956,1919429,2393275,1572512,1192935,45,34800,705928,595159,436668,282800,117466,71527,56400,557,433,317,264,420,307,154,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,29434,155164,144442,196346,138002,82184,56866,90926,84,79,64,55,32,27,32,4549,5175,2358,3246,3130,4082,4465,0.38,0.47,0.33,0.239999995,0.46,0.39,0.51,0.25,0.42,0.44,0.45,0,NA,0.04,1719,4457,3764,NA,6017,2360,776,NA,0.01,0,0,0,0.01,0.01,0
4682,2220400,Catherine Hinds Institute of Esthetics,61,35,60,38,58,49,82,100,99,107,114561.62,61889.37,97378,71703,129825,123580,253771,325608,294162,302251,29,20717,22575,31145,28077,28157,28717,28317,28317,35,50,41,52,50,46,57,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3435,3161,1400,3920,3145,2855,2807,0.44,0.43,0.5,0.280000001,0.41,0.44,0.44,0.32,0.09,0.35,0.3,0.28,234,0.2,324,NA,300,300,800,800,400,400,0,0.029999999,0.1,0.079999998,0.04,0.03,0.02
